Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8561407093, 2.37020933841;"{""type"": ""Point"", ""coordinates"": [2.370209338414258, 48.85614070934924, 0.0]}";9.0;42390.0;22008.0;107.0;Bréguet-Sabin;BREGUET-SABIN;Bréguet-Sabin;2107.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105069;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653789.985;6861973.5
48.8321105601, 2.23863934858;"{""type"": ""Point"", ""coordinates"": [2.238639348575401, 48.832110560110216, 0.0]}";12.0;42334.0;21939.0;74.0;Billancourt;BILLANCOURT;Billancourt;2261.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109023;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;644110.73;6859386.661
48.8839585735, 2.33192659089;"{""type"": ""Point"", ""coordinates"": [2.331926590885041, 48.88395857351673, 0.0]}";14.0;42337.0;22125.0;76.0;Blanche;BLANCHE;Blanche;2040.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102063;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;651007.277;6865089.72
48.8808212614, 2.37414715384;"{""type"": ""Point"", ""coordinates"": [2.374147153839052, 48.88082126137613, 0.0]}";18.0;58767.0;24685.0;88.0;Bolivar;BOLIVAR;Bolivar;2364.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117037;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;654100.662;6864715.501
48.864766845, 2.3009910035;"{""type"": ""Point"", ""coordinates"": [2.300991003495585, 48.86476684497177, 0.0]}";21.0;42182.0;21935.0;14.0;Alma-Marceau;ALMA-MARCEAU;Alma-Marceau;2249.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109047;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;648719.803;6862975.383
48.8653227117, 2.35672986917;"{""type"": ""Point"", ""coordinates"": [2.356729869173701, 48.865322711678054, 0.0]}";25.0;42230.0;21997.0;27.0;Arts et Métiers;ARTS ET METIERS;Arts et Métiers;2289.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-103049;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;652809.286;6863002.436
48.8655864776, 2.35673675681;"{""type"": ""Point"", ""coordinates"": [2.356736756806098, 48.86558647759969, 0.0]}";26.0;42230.0;21994.0;28.0;Arts et Métiers;ARTS ET METIERS;Arts et Métiers;2066.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103049;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;652810.031;6863031.76
48.8607869635, 2.32099819195;"{""type"": ""Point"", ""coordinates"": [2.320998191954085, 48.860786963526714, 0.0]}";27.0;45704.0;22060.0;30.0;Assemblée Nationale;ASSEMBLEE NATIONALE;Assemblée Nationale;2312.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112059;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;650183.714;6862520.047
48.9037599302, 2.39228705964;"{""type"": ""Point"", ""coordinates"": [2.392287059642348, 48.903759930170864, 0.0]}";28.0;46492.0;22394.0;35.0;Aubervilliers-Pantin (4 Chemins);AUBERVILLIERS-PANTIN (QUATRE CHEMINS);Aubervilliers Pantin Quatre Chemins;2186.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107029;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;655450.626;6867255.782
48.8515102782, 2.39830234427;"{""type"": ""Point"", ""coordinates"": [2.398302344267162, 48.85151027816436, 0.0]}";30.0;42271.0;22124.0;44.0;Avron;AVRON;Avron;2026.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102035;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;655847.306;6861442.562
48.8359308792, 2.27816167128;"{""type"": ""Point"", ""coordinates"": [2.278161671278975, 48.83593087919467, 0.0]}";31.0;45357.0;22186.0;47.0;Balard;BALARD;Balard;2225.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M8;0;0;0;A01541;;8;15.0;8-108019;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;647015.748;6859784.187
48.8524794228, 2.36932058493;"{""type"": ""Point"", ""coordinates"": [2.369320584925386, 48.852479422836296, 0.0]}";34.0;42288.0;22089.0;54.0;Bastille;BASTILLE;Bastille;2017.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-105071;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;653721.523;6861566.918
48.8454707076, 2.42920516635;"{""type"": ""Point"", ""coordinates"": [2.429205166348, 48.84547070758355, 0.0]}";40.0;42318.0;22105.0;65.0;Bérault;BERAULT;Bérault;2023.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101035;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;658022.472;6860766.861
48.842436797, 2.365184812;"{""type"": ""Point"", ""coordinates"": [2.365184812004335, 48.84243679702547, 0.0]}";52.0;43072.0;21967.0;311.0;Gare d'Austerlitz;AUSTERLITZ;Gare d'Austerlitz;2285.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M10;0;0;0;A01543;;10;2.0;10-375;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;1.0;653409.075;6860452.705
48.8469891061, 2.31700523574;"{""type"": ""Point"", ""coordinates"": [2.317005235737245, 48.846989106139524, 0.0]}";60.0;42874.0;21970.0;246.0;Duroc;DUROC;Duroc;2276.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-114049;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;649877.499;6860988.381
48.8475070811, 2.30296829919;"{""type"": ""Point"", ""coordinates"": [2.30296829919196, 48.84750708110547, 0.0]}";71.0;42419.0;22176.0;123.0;Cambronne;CAMBRONNE;Cambronne;2142.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106069;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;648847.914;6861054.977
48.9195730741, 2.34330593051;"{""type"": ""Point"", ""coordinates"": [2.343305930512597, 48.919573074058526, 0.0]}";74.0;42447.0;22239.0;126.0;Carrefour Pleyel;CARREFOUR PLEYEL;Carrefour Pleyel;2353.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114077;13;METRO;M13;3.0;110.0;RATP;899924.0;1.0;0.0;651874.69;6869042.9
48.8404866526, 2.35173948717;"{""type"": ""Point"", ""coordinates"": [2.351739487166927, 48.8404866526412, 0.0]}";75.0;42461.0;22391.0;127.0;Censier-Daubenton;CENSIER-DAUBENTON;Censier-Daubenton;2164.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107073;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652420.525;6860243.886
48.8215957673, 2.41373751752;"{""type"": ""Point"", ""coordinates"": [2.413737517516731, 48.82159576732173, 0.0]}";79.0;42545.0;22210.0;150.0;Charenton-Écoles;CHARENTON-ECOLES;Charenton-Écoles;2195.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108079;8;METRO;M8;3.0;110.0;RATP;899925.0;1.0;0.0;656955.225;6858107.849
48.8731092743, 2.33345121858;"{""type"": ""Point"", ""coordinates"": [2.333451218577799, 48.87310927430917, 0.0]}";95.0;42589.0;22388.0;173.0;Chaussée d'Antin (La Fayette);CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;2174.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-109059;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;651108.898;6863882.406
48.8574200375, 2.3681082907;"{""type"": ""Point"", ""coordinates"": [2.368108290701383, 48.85742003754715, 0.0]}";97.0;45097.0;22202.0;180.0;Chemin Vert;CHEMIN VERT;Chemin Vert;2206.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108057;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;653636.965;6862116.982
48.8349477223, 2.36812632906;"{""type"": ""Point"", ""coordinates"": [2.368126329061812, 48.83494772234805, 0.0]}";98.0;45267.0;22174.0;183.0;Chevaleret;CHEVALERET;Chevaleret;2130.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106045;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;653618.293;6859618.266
48.8948364684, 2.38252234342;"{""type"": ""Point"", ""coordinates"": [2.382522343415364, 48.89483646840174, 0.0]}";107.0;45598.0;22389.0;209.0;Corentin-Cariou;CORENTIN CARIOU;Corentin Cariou;2184.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107033;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;654727.063;6866269.082
48.9060940502, 2.33183083796;"{""type"": ""Point"", ""coordinates"": [2.33183083796241, 48.90609405024862, 0.0]}";111.0;43252.0;22244.0;323.0;Garibaldi;GARIBALDI;Garibaldi;2351.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114073;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;651021.083;6867551.131
48.8737134067, 2.32769540963;"{""type"": ""Point"", ""coordinates"": [2.327695409630174, 48.87371340670774, 0.0]}";125.0;58718.0;21926.0;345.0;Havre-Caumartin;HAVRE-CAUMARTIN;Havre-Caumartin;2244.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-103061;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;650687.294;6863953.16
48.8429386959, 2.26003290221;"{""type"": ""Point"", ""coordinates"": [2.260032902212424, 48.84293869586254, 0.0]}";132.0;42977.0;21930.0;278.0;Exelmans;EXELMANS;Exelmans;2258.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109029;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;645692.404;6860575.693
48.8761263529, 2.35804750536;"{""type"": ""Point"", ""coordinates"": [2.358047505360747, 48.8761263529489, 0.0]}";139.0;43138.0;22013.0;314.0;Gare de l'Est;GARE DE L'EST;Gare de l'Est;2112.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-327;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;1.0;652915.714;6864202.936
48.843985582, 2.37301421994;"{""type"": ""Point"", ""coordinates"": [2.373014219940096, 48.84398558201753, 0.0]}";142.0;43153.0;21958.0;317.0;Gare de Lyon;GARE DE LYON;Gare de Lyon;2373.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;;14;6.0;14-338;14;METRO;M14;3.0;110.0;RATP;686006.0;1.0;1.0;653985.053;6860620.323
48.8623647041, 2.31390957779;"{""type"": ""Point"", ""coordinates"": [2.313909577788542, 48.862364704125895, 0.0]}";148.0;43407.0;22185.0;362.0;Invalides;INVALIDES;Invalides;2338.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-312;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649665.181;6862699.973
48.87080998, 2.36102746692;"{""type"": ""Point"", ""coordinates"": [2.361027466917372, 48.87080998002082, 0.0]}";150.0;43417.0;22011.0;370.0;Jacques Bonsergent;JACQUES BONSERGENT;Jacques Bonsergent;2111.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105061;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653129.492;6863610.019
48.8814985959, 2.37026212666;"{""type"": ""Point"", ""coordinates"": [2.370262126660263, 48.881498595910074, 0.0]}";152.0;43425.0;22118.0;373.0;Jaurès;JAURES;Jaurès;2034.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-117039;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;653816.345;6864793.081
48.8914168342, 2.34973840702;"{""type"": ""Point"", ""coordinates"": [2.349738407022142, 48.89141683421295, 0.0]}";171.0;44075.0;22132.0;511.0;Marcadet-Poissonniers;MARCADET-POISSONNIERS;Marcadet-Poissonniers;2077.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-112081;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;652320.294;6865908.132
48.837117007, 2.40233316592;"{""type"": ""Point"", ""coordinates"": [2.402333165917444, 48.83711700699553, 0.0]}";180.0;44140.0;22206.0;546.0;Michel Bizot;MICHEL BIZOT;Michel Bizot;2199.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108071;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;656130.969;6859839.919
48.8577254129, 2.31056596095;"{""type"": ""Point"", ""coordinates"": [2.310565960946846, 48.85772541289345, 0.0]}";192.0;43409.0;22192.0;425.0;La Tour Maubourg;LA TOUR MAUBOURG;La Tour Maubourg;2218.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108033;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;649415.38;6862186.262
48.8623162787, 2.34567382822;"{""type"": ""Point"", ""coordinates"": [2.345673828222722, 48.8623162786956, 0.0]}";199.0;417675.0;22146.0;460.0;Les Halles;LES HALLES;Les Halles;2086.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104051;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;651995.456;6862674.809
48.8812858119, 2.36554431917;"{""type"": ""Point"", ""coordinates"": [2.365544319172476, 48.88128581185832, 0.0]}";203.0;43823.0;22384.0;476.0;Louis Blanc;LOUIS BLANC;Louis Blanc;2180.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107041;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;653470.168;6864772.191
48.8887060198, 2.28808363305;"{""type"": ""Point"", ""coordinates"": [2.288083633048504, 48.88870601977514, 0.0]}";205.0;51613.0;22034.0;478.0;Louise Michel;LOUISE MICHEL;Louise Michel;2052.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103077;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;647796.926;6865645.7
48.869633173, 2.32627227403;"{""type"": ""Point"", ""coordinates"": [2.326272274027749, 48.86963317302491, 0.0]}";211.0;43898.0;22194.0;489.0;Madeleine;MADELEINE;Madeleine;2215.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108039;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;650579.04;6863500.358
48.879761254, 2.41647964367;"{""type"": ""Point"", ""coordinates"": [2.416479643671439, 48.8797612539972, 0.0]}";215.0;44055.0;21999.0;494.0;Mairie des Lilas;MAIRIE DES LILAS;Mairie des Lilas;2298.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M11;0;0;0;A01544;;11;3.0;11-111033;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;657204.349;6864573.859
48.8110991977, 2.38355147965;"{""type"": ""Point"", ""coordinates"": [2.383551479649113, 48.81109919771153, 0.0]}";217.0;44051.0;22396.0;496.0;Mairie d'Ivry;MAIRIE D'IVRY;Mairie d'Ivry;2151.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M7;0;0;0;A01540;;7;13.0;7-107091;7;METRO;M7;3.0;110.0;RATP;899942.0;1.0;0.0;654729.827;6856957.639
48.8224378346, 2.35847388385;"{""type"": ""Point"", ""coordinates"": [2.358473883854336, 48.8224378345855, 0.0]}";220.0;44057.0;22385.0;497.0;Maison Blanche;MAISON BLANCHE;Maison Blanche;2160.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107081;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652898.484;6858233.022
48.8626540191, 2.38760728815;"{""type"": ""Point"", ""coordinates"": [2.387607288151709, 48.86265401909355, 0.0]}";229.0;44310.0;22112.0;633.0;Père Lachaise;PERE LACHAISE;Père Lachaise;2029.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103039;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;655072.126;6862687.687
48.8311126604, 2.32970501262;"{""type"": ""Point"", ""coordinates"": [2.329705012620185, 48.831112660375325, 0.0]}";252.0;44183.0;22144.0;573.0;Mouton-Duvernet;MOUTON-DUVERNET;Mouton-Duvernet;2098.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104075;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650794.482;6859215.105
48.8760262116, 2.33788648907;"{""type"": ""Point"", ""coordinates"": [2.337886489069273, 48.87602621160853, 0.0]}";253.0;44210.0;22050.0;600.0;Notre-Dame-de-Lorette;NOTRE-DAME-DE-LORETTE;Notre-Dame-de-Lorette;2307.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112069;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;651436.936;6864204.011
48.8646578796, 2.36841002566;"{""type"": ""Point"", ""coordinates"": [2.368410025658025, 48.864657879612494, 0.0]}";255.0;45193.0;21905.0;602.0;Oberkampf;OBERKAMPF;Oberkampf;2109.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-109071;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653665.541;6862921.595
48.8523007631, 2.33972778159;"{""type"": ""Point"", ""coordinates"": [2.339727781593096, 48.85230076309423, 0.0]}";258.0;58716.0;22145.0;605.0;Odéon;ODEON;Odéon;2090.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104059;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;651549.923;6861564.803
48.8709917839, 2.33198952268;"{""type"": ""Point"", ""coordinates"": [2.331989522683248, 48.8709917839485, 0.0]}";259.0;42237.0;22030.0;606.0;Opéra;OPERA;Opéra;2061.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-108041;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;650999.694;6863647.863
48.8772363191, 2.34929390248;"{""type"": ""Point"", ""coordinates"": [2.349293902476005, 48.87723631913661, 0.0]}";263.0;45165.0;22377.0;659.0;Poissonnière;POISSONNIERE;Poissonnière;2177.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107047;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652274.708;6864331.612
48.8978210671, 2.27980958669;"{""type"": ""Point"", ""coordinates"": [2.279809586693102, 48.89782106711132, 0.0]}";264.0;52354.0;22035.0;668.0;Pont de Levallois-Bécon;PONT DE LEVALLOIS-BECON;Pont de Levallois-Bécon;2050.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M3;0;0;0;A01536;;3;8.0;3-103081;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;647199.472;6866664.741
48.8847082013, 2.26051507789;"{""type"": ""Point"", ""coordinates"": [2.260515077888117, 48.88470820132253, 0.0]}";265.0;44479.0;22099.0;669.0;Pont de Neuilly (Avenue de Madrid);PONT DE NEUILLY (AVENUE DE MADRID);Pont de Neuilly;2002.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101077;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;645771.287;6865219.749
48.8646003734, 2.40803103708;"{""type"": ""Point"", ""coordinates"": [2.408031037075815, 48.864600373375616, 0.0]}";271.0;44510.0;22022.0;684.0;Porte de Bagnolet;PORTE DE BAGNOLET;Porte de Bagnolet;2073.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103035;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;656572.098;6862892.68
48.8754744567, 2.3988675939;"{""type"": ""Point"", ""coordinates"": [2.398867593898875, 48.875474456665465, 0.0]}";299.0;44923.0;21993.0;848.0;Télégraphe;TELEGRAPHE;Télégraphe;2296.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111037;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;655909.069;6864106.883
48.8771748193, 2.406480157;"{""type"": ""Point"", ""coordinates"": [2.406480156998486, 48.87717481930547, 0.0]}";308.0;44529.0;21949.0;697.0;Porte des Lilas;PORTE DES LILAS;Porte des Lilas;2297.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111035;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;656468.834;6864291.729
48.8192233496, 2.35970521675;"{""type"": ""Point"", ""coordinates"": [2.359705216746021, 48.819223349609054, 0.0]}";310.0;44506.0;22380.0;703.0;Porte d'Italie;PORTE D'ITALIE;Porte d'Italie;2155.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107083;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652985.99;6857874.877
48.8799957944, 2.39894666246;"{""type"": ""Point"", ""coordinates"": [2.398946662455969, 48.879995794367346, 0.0]}";314.0;45617.0;24684.0;709.0;Pré Saint-Gervais;PRE SAINT-GERVAIS;Pré Saint-Gervais;2360.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M7bis;0;0;0;A01550;;7b;14.0;7b-117029;7b;METRO;M7b;3.0;110.0;RATP;0.0;1.0;0.0;655918.695;6864609.584
48.8695852435, 2.33621884752;"{""type"": ""Point"", ""coordinates"": [2.336218847521674, 48.869585243484515, 0.0]}";320.0;44587.0;22024.0;719.0;Quatre Septembre;QUATRE SEPTEMBRE;Quatre Septembre;2062.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103057;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;651308.604;6863488.85
48.8389642807, 2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.838964280710556, 0.0]}";324.0;45314.0;22155.0;724.0;Raspail;RASPAIL;Raspail;2137.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-104071;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;650878.898;6860087.464
48.8663402993, 2.35206831805;"{""type"": ""Point"", ""coordinates"": [2.35206831805007, 48.866340299288545, 0.0]}";325.0;44600.0;22018.0;725.0;Réaumur Sébastopol;REAUMUR-SEBASTOPOL;Réaumur-Sébastopol;2065.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-104047;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;652468.248;6863118.38
48.8675034238, 2.36382614398;"{""type"": ""Point"", ""coordinates"": [2.363826143977408, 48.86750342377884, 0.0]}";328.0;44617.0;21937.0;729.0;République;REPUBLIQUE;République;2290.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;;11;3.0;11-109069;11;METRO;M11;3.0;110.0;RATP;0.0;1.0;0.0;653331.816;6863240.697
48.8671116386, 2.36423494565;"{""type"": ""Point"", ""coordinates"": [2.364234945646939, 48.867111638584994, 0.0]}";332.0;44617.0;21918.0;733.0;République;REPUBLIQUE;République;2238.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109069;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;653361.453;6863196.892
48.8598736244, 2.37191398009;"{""type"": ""Point"", ""coordinates"": [2.371913980089996, 48.85987362437059, 0.0]}";335.0;44641.0;22002.0;736.0;Richard Lenoir;RICHARD LENOIR;Richard Lenoir;2108.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105067;5;METRO;M5;3.0;110.0;RATP;0.0;1.0;0.0;653918.359;6862387.573
48.8721523526, 2.33911503927;"{""type"": ""Point"", ""coordinates"": [2.339115039269688, 48.8721523525874, 0.0]}";337.0;44642.0;21921.0;738.0;Richelieu-Drouot;RICHELIEU-DROUOT;Richelieu-Drouot;2242.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-108043;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;651523.437;6863772.511
