Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.8527251193, 2.40608916188;"{""type"": ""Point"", ""coordinates"": [2.406089161879023, 48.85272511927084, 0.0]}";169.0;44072.0;21936.0;509.0;Maraîchers;MARAICHERS;Maraîchers;2230.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109085;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;656419.709;6861573.316
48.8501273238, 2.34805429048;"{""type"": ""Point"", ""coordinates"": [2.348054290484543, 48.85012732379643, 0.0]}";174.0;44119.0;21975.0;525.0;Maubert-Mutualité;MAUBERT-MUTUALITE;Maubert Mutualité;2282.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110061;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;652158.905;6861318.06
48.8452475655, 2.2616234924;"{""type"": ""Point"", ""coordinates"": [2.261623492404885, 48.84524756545478, 0.0]}";178.0;44139.0;21904.0;544.0;Michel Ange-Molitor;MICHEL-ANGE-MOLITOR;Michel-Ange-Molitor;2268.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110035;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;645811.538;6860831.321
48.8471310082, 2.27276375332;"{""type"": ""Point"", ""coordinates"": [2.272763753316159, 48.847131008196236, 0.0]}";181.0;45430.0;21982.0;547.0;Mirabeau;MIRABEAU;Mirabeau;2270.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110039;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;646631.012;6861033.152
48.8737699887, 2.31445603619;"{""type"": ""Point"", ""coordinates"": [2.314456036188807, 48.87376998869614, 0.0]}";182.0;43511.0;22224.0;548.0;Miromesnil;MIROMESNIL;Miromesnil;2340.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114059;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649716.281;6863967.801
48.8804494561, 2.30945116799;"{""type"": ""Point"", ""coordinates"": [2.309451167991542, 48.8804494561385, 0.0]}";184.0;44146.0;22117.0;552.0;Monceau;MONCEAU;Monceau;2044.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102074;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;649355.686;6864713.709
48.8444086721, 2.39007511282;"{""type"": ""Point"", ""coordinates"": [2.39007511282003, 48.844408672078906, 0.0]}";185.0;44160.0;22205.0;555.0;Montgallet;MONTGALLET;MONTGALLET;2201.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108067;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;655237.502;6860657.56
48.8921870764, 2.2370180564;"{""type"": ""Point"", ""coordinates"": [2.237018056395014, 48.8921870764495, 0.0]}";186.0;43536.0;22101.0;414.0;La Défense - Grande Arche;LA DEFENSE-GRANDE ARCHE;La Défense - Grande Arche;2000.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M1;0;0;0;A01534;;1;1.0;1-390;1;METRO;M1;3.0;110.0;RATP;788011.0;1.0;1.0;644056.266;6866067.741
48.8493505536, 2.29830140173;"{""type"": ""Point"", ""coordinates"": [2.298301401728378, 48.84935055362092, 0.0]}";188.0;43566.0;21969.0;420.0;La Motte Picquet-Grenelle;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet Grenelle;2274.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-106071;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;648507.262;6861262.985
48.8896740712, 2.3387606492;"{""type"": ""Point"", ""coordinates"": [2.338760649199277, 48.88967407118814, 0.0]}";193.0;43600.0;22055.0;419.0;Lamarck-Caulaincourt;LAMARCK-CAULAINCOURT;Lamarck-Caulaincourt;2303.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112077;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;651513.758;6865721.031
48.8358634842, 2.35258892564;"{""type"": ""Point"", ""coordinates"": [2.352588925635323, 48.83586348417992, 0.0]}";198.0;43737.0;22383.0;459.0;Les Gobelins;LES GOBELINS;Les Gobelins;2163.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107075;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652478.654;6859729.327
48.8530167679, 2.33550205309;"{""type"": ""Point"", ""coordinates"": [2.335502053090325, 48.85301676792474, 0.0]}";208.0;59379.0;21973.0;486.0;Mabillon;MABILLON;Mabillon;2279.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110057;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;651240.521;6861647.017
48.9033300946, 2.30592414987;"{""type"": ""Point"", ""coordinates"": [2.305924149869319, 48.903330094573725, 0.0]}";212.0;44012.0;22238.0;491.0;Mairie de Clichy;MAIRIE DE CLICHY;Mairie de Clichy;2347.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113073;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649119.387;6867260.172
48.9119648979, 2.33392489048;"{""type"": ""Point"", ""coordinates"": [2.333924890479715, 48.911964897880885, 0.0]}";214.0;43969.0;22243.0;493.0;Mairie de Saint-Ouen;MAIRIE DE SAINT-OUEN;Mairie de Saint-Ouen;2352.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114075;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;651180.087;6868202.651
48.8241050307, 2.27304152514;"{""type"": ""Point"", ""coordinates"": [2.273041525142415, 48.824105030688976, 0.0]}";216.0;44050.0;22062.0;495.0;Mairie d'Issy;MAIRIE D'ISSY;Mairie d'Issy;2326.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M12;0;0;0;A01545;;12;4.0;12-112031;12;METRO;M12;3.0;110.0;RATP;899941.0;1.0;0.0;646627.825;6858472.747
48.8623480308, 2.33649646231;"{""type"": ""Point"", ""coordinates"": [2.336496462305488, 48.86234803084781, 0.0]}";222.0;44236.0;22079.0;618.0;Palais Royal-Musée du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal-Musée du Louvre;2012.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101057;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;651322.206;6862683.958
48.8652537861, 2.37458197;"{""type"": ""Point"", ""coordinates"": [2.374581969996412, 48.865253786054325, 0.0]}";224.0;58725.0;22019.0;625.0;Parmentier;PARMENTIER;Parmentier;2069.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103043;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;654118.84;6862984.251
48.8848962552, 2.29772434648;"{""type"": ""Point"", ""coordinates"": [2.297724346480178, 48.88489625515051, 0.0]}";231.0;44313.0;22021.0;631.0;Pereire-Levallois;PEREIRE-LEVALLOIS;Pereire;2054.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-330;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;648500.07;6865215.748
48.8332167197, 2.36285639952;"{""type"": ""Point"", ""coordinates"": [2.362856399519012, 48.833216719709846, 0.0]}";237.0;44192.0;22169.0;587.0;Nationale;NATIONALE;Nationale;2131.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106047;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;653229.917;6859428.905
48.8584665494, 2.38972985235;"{""type"": ""Point"", ""coordinates"": [2.389729852353504, 48.85846654943374, 0.0]}";239.0;44332.0;22113.0;640.0;Philippe Auguste;PHILIPPE AUGUSTE;Philippe Auguste;2028.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102039;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;655224.245;6862220.868
48.8450615799, 2.40128901983;"{""type"": ""Point"", ""coordinates"": [2.401289019827348, 48.8450615799449, 0.0]}";240.0;44334.0;22167.0;641.0;Picpus;PICPUS;Picpus;2124.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106033;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;656061.028;6860723.859
48.815930763, 2.37726720015;"{""type"": ""Point"", ""coordinates"": [2.377267200151936, 48.81593076304922, 0.0]}";241.0;44343.0;22397.0;642.0;Pierre Curie;PIERRE CURIE;Pierre et Marie Curie;2152.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107089;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;654272.574;6857498.469
48.8823901507, 2.33729479057;"{""type"": ""Point"", ""coordinates"": [2.337294790567405, 48.88239015067237, 0.0]}";243.0;44345.0;22114.0;647.0;Pigalle;PIGALLE;Pigalle;2039.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-112073;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;651399.477;6864912.003
48.8836149922, 2.32783955611;"{""type"": ""Point"", ""coordinates"": [2.327839556114741, 48.88361499223493, 0.0]}";245.0;44372.0;22115.0;649.0;Place de Clichy;PLACE DE CLICHY;Place de Clichy;2041.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-114065;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;650707.239;6865054.059
48.8535754725, 2.35716257162;"{""type"": ""Point"", ""coordinates"": [2.357162571618337, 48.853575472503586, 0.0]}";267.0;44487.0;22378.0;673.0;Pont Marie (Cité des Arts);PONT-MARIE (CITE DES ARTS);Pont-Marie;2168.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107065;7;METRO;M7;3.0;110.0;RATP;0.0;1.0;0.0;652830.395;6861695.983
48.8714665781, 2.27708301705;"{""type"": ""Point"", ""coordinates"": [2.277083017052586, 48.87146657812765, 0.0]}";269.0;44509.0;22111.0;682.0;Porte Dauphine;PORTE DAUPHINE;Porte Dauphine;2049.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;M2;0;0;0;A01535;;2;7.0;2-102081;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;646972.751;6863736.128
48.8479715406, 2.25774468038;"{""type"": ""Point"", ""coordinates"": [2.257744680376012, 48.84797154059771, 0.0]}";270.0;44504.0;21974.0;683.0;Porte d'Auteuil;PORTE D'AUTEUIL;Porte d'Auteuil;2267.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110033;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;645529.733;6861136.866
48.8857931052, 2.2925823141;"{""type"": ""Point"", ""coordinates"": [2.292582314102913, 48.885793105231, 0.0]}";272.0;44511.0;22023.0;685.0;Porte de Champerret;PORTE DE CHAMPERRET;Porte de Champerret;2053.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103075;3;METRO;M3;3.0;110.0;RATP;0.0;1.0;0.0;648123.893;6865318.837
48.8535439161, 2.41062642574;"{""type"": ""Point"", ""coordinates"": [2.41062642573733, 48.853543916083595, 0.0]}";279.0;44520.0;21913.0;693.0;Porte de Montreuil;PORTE DE MONTREUIL;Porte de Montreuil;2229.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109087;9;METRO;M9;3.0;110.0;RATP;0.0;1.0;0.0;656753.32;6861661.865
48.8611688655, 2.36721086641;"{""type"": ""Point"", ""coordinates"": [2.367210866411708, 48.861168865487805, 0.0]}";283.0;45208.0;22201.0;780.0;Saint-Sébastien-Froissart;SAINT-SEBASTIEN FROISSART;Saint-Sébastien Froissart;2207.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108055;8;METRO;M8;3.0;110.0;RATP;0.0;1.0;0.0;653574.461;6862534.348
48.8516722456, 2.33125629137;"{""type"": ""Point"", ""coordinates"": [2.331256291370013, 48.851672245619895, 0.0]}";284.0;45120.0;22139.0;781.0;Saint-Sulpice;SAINT-SULPICE;Saint-Sulpice;2092.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104063;4;METRO;M4;3.0;110.0;RATP;0.0;1.0;0.0;650927.717;6861500.149
48.8470661332, 2.30740224062;"{""type"": ""Point"", ""coordinates"": [2.307402240619641, 48.84706613315245, 0.0]}";285.0;51612.0;21979.0;791.0;Ségur;SEGUR;Ségur;2275.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110049;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;649172.863;6861003.084
